#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AGQ15436.1	sdsA	1096995.BJAB07104_03068	1096995.BJAB07104_03067	0.868	0	0	0	0	0	0	0	0.868
AGQ15436.1	AGQ15442.1	1096995.BJAB07104_03068	1096995.BJAB07104_03074	0.582	0	0	0	0	0	0	0	0.582
AGQ15436.1	AGQ15441.1	1096995.BJAB07104_03068	1096995.BJAB07104_03073	0.624	0	0	0	0	0	0	0	0.625
AGQ15436.1	AGQ15439.1	1096995.BJAB07104_03068	1096995.BJAB07104_03071	0.696	0	0	0	0	0	0	0	0.696
AGQ15436.1	adeI	1096995.BJAB07104_03068	1096995.BJAB07104_03070	0.702	0	0	0	0	0	0	0	0.702
AGQ15436.1	adeK	1096995.BJAB07104_03068	1096995.BJAB07104_03072	0.696	0	0	0	0.075	0	0	0	0.707
AGQ15436.1	AGQ15437.1	1096995.BJAB07104_03068	1096995.BJAB07104_03069	0.725	0	0	0	0	0	0	0	0.725
AGQ15437.1	AGQ12741.1	1096995.BJAB07104_03069	1096995.BJAB07104_00371	0.067	0	0	0	0.146	0	0.900	0.103	0.918
AGQ15437.1	sdsA	1096995.BJAB07104_03069	1096995.BJAB07104_03067	0.716	0	0	0	0	0.108	0	0.085	0.748
AGQ15437.1	AGQ15436.1	1096995.BJAB07104_03069	1096995.BJAB07104_03068	0.725	0	0	0	0	0	0	0	0.725
AGQ15437.1	AGQ15441.1	1096995.BJAB07104_03069	1096995.BJAB07104_03073	0.721	0	0	0	0	0	0	0	0.722
AGQ15437.1	AGQ15442.1	1096995.BJAB07104_03069	1096995.BJAB07104_03074	0.721	0	0	0	0	0	0	0	0.722
AGQ15437.1	AGQ15439.1	1096995.BJAB07104_03069	1096995.BJAB07104_03071	0.828	0	0	0	0	0	0	0	0.829
AGQ15437.1	adeK	1096995.BJAB07104_03069	1096995.BJAB07104_03072	0.828	0	0	0	0	0	0	0	0.829
AGQ15437.1	adeI	1096995.BJAB07104_03069	1096995.BJAB07104_03070	0.840	0	0	0	0	0	0	0	0.840
AGQ15439.1	AGQ12691.1	1096995.BJAB07104_03071	1096995.BJAB07104_00321	0.060	0	0	0	0.069	0.270	0.900	0.099	0.931
AGQ15439.1	AGQ12959.1	1096995.BJAB07104_03071	1096995.BJAB07104_00589	0.061	0.044	0.669	0	0.075	0.268	0	0.138	0.786
AGQ15439.1	macB	1096995.BJAB07104_03071	1096995.BJAB07104_00590	0.054	0	0.222	0	0	0.108	0	0.295	0.475
AGQ15439.1	macA	1096995.BJAB07104_03071	1096995.BJAB07104_00591	0.057	0	0.436	0	0.242	0.276	0	0.070	0.679
AGQ15439.1	AGQ14261.1	1096995.BJAB07104_03071	1096995.BJAB07104_01893	0.060	0	0.161	0	0.069	0.258	0	0.088	0.412
AGQ15439.1	AGQ14281.1	1096995.BJAB07104_03071	1096995.BJAB07104_01913	0.057	0.093	0.774	0	0.242	0.276	0.800	0.070	0.974
AGQ15439.1	AGQ14282.1	1096995.BJAB07104_03071	1096995.BJAB07104_01914	0	0	0.094	0.927	0.053	0	0.900	0	0.906
AGQ15439.1	adeC	1096995.BJAB07104_03071	1096995.BJAB07104_01915	0.059	0.353	0.736	0	0.075	0.258	0.800	0.078	0.973
AGQ15439.1	mdtE	1096995.BJAB07104_03071	1096995.BJAB07104_02661	0.063	0.015	0.755	0	0.242	0.336	0	0.074	0.873
AGQ15439.1	AGQ15031.1	1096995.BJAB07104_03071	1096995.BJAB07104_02663	0.061	0.152	0.665	0	0.075	0.268	0	0.138	0.808
AGQ15439.1	AGQ15363.1	1096995.BJAB07104_03071	1096995.BJAB07104_02995	0	0	0.090	0.933	0	0	0.900	0	0.905
AGQ15439.1	sdsA	1096995.BJAB07104_03071	1096995.BJAB07104_03067	0.689	0	0	0	0	0	0	0	0.689
AGQ15439.1	AGQ15436.1	1096995.BJAB07104_03071	1096995.BJAB07104_03068	0.696	0	0	0	0	0	0	0	0.696
AGQ15439.1	AGQ15437.1	1096995.BJAB07104_03071	1096995.BJAB07104_03069	0.828	0	0	0	0	0	0	0	0.829
AGQ15439.1	adeI	1096995.BJAB07104_03071	1096995.BJAB07104_03070	0.872	0.077	0.774	0	0.242	0.336	0.900	0.145	0.998
AGQ15439.1	mdtA	1096995.BJAB07104_03071	1096995.BJAB07104_03748	0.057	0	0.386	0	0.242	0.276	0	0.070	0.650
AGQ15439.1	czcB	1096995.BJAB07104_03071	1096995.BJAB07104_03504	0.160	0	0.251	0	0.242	0.336	0	0.145	0.679
AGQ15439.1	AGQ15517.1	1096995.BJAB07104_03071	1096995.BJAB07104_03149	0.060	0	0.528	0	0.206	0.272	0	0.057	0.714
AGQ15439.1	AGQ15442.1	1096995.BJAB07104_03071	1096995.BJAB07104_03074	0.755	0	0	0	0	0	0	0	0.756
AGQ15439.1	AGQ15441.1	1096995.BJAB07104_03071	1096995.BJAB07104_03073	0.755	0	0	0	0	0	0	0	0.756
AGQ15439.1	adeK	1096995.BJAB07104_03071	1096995.BJAB07104_03072	0.886	0.365	0.736	0	0.075	0.268	0.800	0.379	0.997
AGQ15441.1	sdsA	1096995.BJAB07104_03073	1096995.BJAB07104_03067	0.487	0	0	0	0	0	0	0	0.487
AGQ15441.1	AGQ15436.1	1096995.BJAB07104_03073	1096995.BJAB07104_03068	0.624	0	0	0	0	0	0	0	0.625
AGQ15441.1	AGQ15437.1	1096995.BJAB07104_03073	1096995.BJAB07104_03069	0.721	0	0	0	0	0	0	0	0.722
AGQ15441.1	adeI	1096995.BJAB07104_03073	1096995.BJAB07104_03070	0.747	0	0	0	0	0	0	0	0.748
AGQ15441.1	AGQ15439.1	1096995.BJAB07104_03073	1096995.BJAB07104_03071	0.755	0	0	0	0	0	0	0	0.756
AGQ15441.1	adeK	1096995.BJAB07104_03073	1096995.BJAB07104_03072	0.755	0	0	0	0	0	0	0	0.756
AGQ15441.1	AGQ15442.1	1096995.BJAB07104_03073	1096995.BJAB07104_03074	0.886	0	0.227	0.745	0	0	0	0	0.908
AGQ15442.1	sdsA	1096995.BJAB07104_03074	1096995.BJAB07104_03067	0.412	0	0	0	0	0	0	0	0.412
AGQ15442.1	AGQ15436.1	1096995.BJAB07104_03074	1096995.BJAB07104_03068	0.582	0	0	0	0	0	0	0	0.582
AGQ15442.1	AGQ15437.1	1096995.BJAB07104_03074	1096995.BJAB07104_03069	0.721	0	0	0	0	0	0	0	0.722
AGQ15442.1	adeI	1096995.BJAB07104_03074	1096995.BJAB07104_03070	0.747	0	0	0	0	0	0	0	0.748
AGQ15442.1	AGQ15439.1	1096995.BJAB07104_03074	1096995.BJAB07104_03071	0.755	0	0	0	0	0	0	0	0.756
AGQ15442.1	adeK	1096995.BJAB07104_03074	1096995.BJAB07104_03072	0.753	0	0	0	0	0	0	0	0.753
AGQ15442.1	AGQ15441.1	1096995.BJAB07104_03074	1096995.BJAB07104_03073	0.886	0	0.227	0.745	0	0	0	0	0.908
AGQ15511.1	phoU	1096995.BJAB07104_03143	1096995.BJAB07104_00322	0.118	0	0	0	0.082	0	0	0.352	0.429
AGQ15511.1	macB	1096995.BJAB07104_03143	1096995.BJAB07104_00590	0.161	0	0	0	0.069	0.112	0	0.288	0.440
AGQ15511.1	adeS	1096995.BJAB07104_03143	1096995.BJAB07104_01911	0.065	0	0	0	0.234	0.251	0	0.146	0.480
AGQ15511.1	pstC	1096995.BJAB07104_03143	1096995.BJAB07104_02811	0.095	0	0	0	0	0	0	0.366	0.401
AGQ15511.1	AGQ15516.1	1096995.BJAB07104_03143	1096995.BJAB07104_03148	0.587	0	0	0	0	0	0	0	0.588
AGQ15511.1	phoR	1096995.BJAB07104_03143	1096995.BJAB07104_03673	0.169	0	0.185	0	0.212	0.237	0	0.352	0.688
AGQ15511.1	phoP	1096995.BJAB07104_03143	1096995.BJAB07104_03147	0.651	0	0.140	0.863	0.081	0.252	0.900	0.088	0.976
AGQ15511.1	pilH	1096995.BJAB07104_03143	1096995.BJAB07104_03146	0.661	0	0.215	0.755	0.081	0.252	0.900	0.088	0.979
AGQ15511.1	cheW	1096995.BJAB07104_03143	1096995.BJAB07104_03145	0.490	0	0.772	0	0.920	0.878	0.800	0.380	0.999
AGQ15511.1	pctA	1096995.BJAB07104_03143	1096995.BJAB07104_03144	0.737	0	0.774	0	0.725	0.946	0.800	0.380	0.999
AGQ15516.1	AGQ15511.1	1096995.BJAB07104_03148	1096995.BJAB07104_03143	0.587	0	0	0	0	0	0	0	0.588
AGQ15516.1	pctA	1096995.BJAB07104_03148	1096995.BJAB07104_03144	0.626	0	0	0	0	0	0	0	0.627
AGQ15516.1	cheW	1096995.BJAB07104_03148	1096995.BJAB07104_03145	0.644	0	0	0	0	0	0	0	0.645
AGQ15516.1	pilH	1096995.BJAB07104_03148	1096995.BJAB07104_03146	0.675	0	0	0	0	0	0	0	0.676
AGQ15516.1	phoP	1096995.BJAB07104_03148	1096995.BJAB07104_03147	0.689	0	0	0	0	0	0	0	0.689
AGQ15516.1	AGQ15518.1	1096995.BJAB07104_03148	1096995.BJAB07104_03150	0.717	0	0	0	0	0	0	0	0.717
AGQ15516.1	AGQ15517.1	1096995.BJAB07104_03148	1096995.BJAB07104_03149	0.795	0	0	0	0	0	0	0	0.795
AGQ15517.1	AGQ12691.1	1096995.BJAB07104_03149	1096995.BJAB07104_00321	0.060	0	0.490	0	0.128	0.275	0	0.084	0.671
AGQ15517.1	AGQ12959.1	1096995.BJAB07104_03149	1096995.BJAB07104_00589	0.056	0	0.204	0	0.102	0.267	0	0.057	0.448
AGQ15517.1	macB	1096995.BJAB07104_03149	1096995.BJAB07104_00590	0.148	0	0	0	0.466	0.856	0	0.176	0.938
AGQ15517.1	AGQ13151.1	1096995.BJAB07104_03149	1096995.BJAB07104_00782	0.054	0	0.415	0	0.058	0	0	0.078	0.455
AGQ15517.1	AGQ13452.1	1096995.BJAB07104_03149	1096995.BJAB07104_01084	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ15517.1	AGQ14217.1	1096995.BJAB07104_03149	1096995.BJAB07104_01849	0.054	0	0.543	0	0.058	0	0	0.078	0.574
AGQ15517.1	AGQ14257.1	1096995.BJAB07104_03149	1096995.BJAB07104_01889	0.054	0	0.437	0	0.058	0	0	0.078	0.475
AGQ15517.1	AGQ14261.1	1096995.BJAB07104_03149	1096995.BJAB07104_01893	0.060	0	0.405	0	0.128	0.275	0	0.084	0.617
AGQ15517.1	AGQ14282.1	1096995.BJAB07104_03149	1096995.BJAB07104_01914	0.060	0	0.567	0	0.206	0.272	0	0.057	0.737
AGQ15517.1	AGQ14420.1	1096995.BJAB07104_03149	1096995.BJAB07104_02052	0.054	0	0.579	0	0.047	0	0	0.056	0.593
AGQ15517.1	tolQ_2	1096995.BJAB07104_03149	1096995.BJAB07104_02153	0	0	0.432	0	0	0	0	0	0.432
AGQ15517.1	AGQ15030.1	1096995.BJAB07104_03149	1096995.BJAB07104_02662	0.060	0	0.428	0	0.206	0.272	0	0.057	0.653
AGQ15517.1	lolD	1096995.BJAB07104_03149	1096995.BJAB07104_02944	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ15517.1	AGQ15320.1	1096995.BJAB07104_03149	1096995.BJAB07104_02952	0.060	0	0.468	0	0.128	0.275	0	0.084	0.657
AGQ15517.1	emrA_4	1096995.BJAB07104_03149	1096995.BJAB07104_02953	0.054	0	0.684	0	0.047	0	0	0.056	0.695
AGQ15517.1	AGQ15322.1	1096995.BJAB07104_03149	1096995.BJAB07104_02954	0.048	0	0.458	0	0	0	0	0	0.461
AGQ15517.1	AGQ15363.1	1096995.BJAB07104_03149	1096995.BJAB07104_02995	0.060	0	0.596	0	0.206	0.272	0	0.057	0.755
AGQ15517.1	AGQ15439.1	1096995.BJAB07104_03149	1096995.BJAB07104_03071	0.060	0	0.528	0	0.206	0.272	0	0.057	0.714
AGQ15517.1	adeK	1096995.BJAB07104_03149	1096995.BJAB07104_03072	0.056	0	0.164	0	0.102	0.267	0	0.057	0.420
AGQ15517.1	pctA	1096995.BJAB07104_03149	1096995.BJAB07104_03144	0.381	0	0	0	0	0	0	0.074	0.403
AGQ15517.1	cheW	1096995.BJAB07104_03149	1096995.BJAB07104_03145	0.546	0	0	0	0	0	0	0.056	0.554
AGQ15517.1	pilH	1096995.BJAB07104_03149	1096995.BJAB07104_03146	0.458	0	0	0	0	0	0	0.055	0.466
AGQ15517.1	phoP	1096995.BJAB07104_03149	1096995.BJAB07104_03147	0.584	0	0	0	0	0	0	0.055	0.591
AGQ15517.1	AGQ15516.1	1096995.BJAB07104_03149	1096995.BJAB07104_03148	0.795	0	0	0	0	0	0	0	0.795
AGQ15517.1	czcC	1096995.BJAB07104_03149	1096995.BJAB07104_03505	0.056	0	0.216	0	0.102	0.267	0	0.057	0.456
AGQ15517.1	AGQ15581.1	1096995.BJAB07104_03149	1096995.BJAB07104_03213	0	0	0.472	0	0	0	0	0.043	0.473
AGQ15517.1	czcA_2	1096995.BJAB07104_03149	1096995.BJAB07104_03503	0.063	0	0.387	0	0.214	0.286	0	0.097	0.655
AGQ15517.1	AGQ16113.1	1096995.BJAB07104_03149	1096995.BJAB07104_03747	0.060	0	0.662	0	0.206	0.272	0	0.057	0.795
AGQ15517.1	AGQ15518.1	1096995.BJAB07104_03149	1096995.BJAB07104_03150	0.752	0	0.746	0	0.206	0.272	0	0.057	0.959
AGQ15518.1	AGQ12691.1	1096995.BJAB07104_03150	1096995.BJAB07104_00321	0.060	0	0.176	0	0.069	0.270	0	0.099	0.439
AGQ15518.1	macA	1096995.BJAB07104_03150	1096995.BJAB07104_00591	0.057	0	0.249	0	0.242	0.276	0	0.070	0.572
AGQ15518.1	AGQ13278.1	1096995.BJAB07104_03150	1096995.BJAB07104_00910	0.059	0	0.161	0	0	0	0	0.349	0.441
AGQ15518.1	AGQ14261.1	1096995.BJAB07104_03150	1096995.BJAB07104_01893	0.060	0	0.177	0	0.069	0.258	0	0.084	0.421
AGQ15518.1	AGQ14281.1	1096995.BJAB07104_03150	1096995.BJAB07104_01913	0.057	0.004	0.338	0	0.242	0.276	0	0.070	0.623
AGQ15518.1	tolQ_2	1096995.BJAB07104_03150	1096995.BJAB07104_02153	0	0	0.428	0	0	0	0	0	0.428
AGQ15518.1	mdtE	1096995.BJAB07104_03150	1096995.BJAB07104_02661	0.057	0	0.287	0	0.242	0.276	0	0.070	0.594
AGQ15518.1	adeI	1096995.BJAB07104_03150	1096995.BJAB07104_03070	0.057	0.003	0.288	0	0.242	0.276	0	0.138	0.624
AGQ15518.1	AGQ15516.1	1096995.BJAB07104_03150	1096995.BJAB07104_03148	0.717	0	0	0	0	0	0	0	0.717
AGQ15518.1	AGQ15517.1	1096995.BJAB07104_03150	1096995.BJAB07104_03149	0.752	0	0.746	0	0.206	0.272	0	0.057	0.959
AGQ15518.1	czcB	1096995.BJAB07104_03150	1096995.BJAB07104_03504	0.057	0	0.412	0	0.242	0.276	0	0.092	0.673
AGQ15518.1	mdtA	1096995.BJAB07104_03150	1096995.BJAB07104_03748	0.057	0	0.604	0	0.242	0.276	0	0.070	0.774
AGQ15581.1	AGQ12691.1	1096995.BJAB07104_03213	1096995.BJAB07104_00321	0	0	0.538	0	0	0	0	0.172	0.601
AGQ15581.1	AGQ14261.1	1096995.BJAB07104_03213	1096995.BJAB07104_01893	0	0	0.462	0	0	0	0	0.136	0.515
AGQ15581.1	tolQ_2	1096995.BJAB07104_03213	1096995.BJAB07104_02153	0.064	0	0.537	0	0	0	0	0.093	0.572
AGQ15581.1	AGQ14973.1	1096995.BJAB07104_03213	1096995.BJAB07104_02605	0	0	0.407	0	0	0	0	0	0.407
AGQ15581.1	tolB	1096995.BJAB07104_03213	1096995.BJAB07104_02926	0	0	0.175	0	0	0.426	0	0.143	0.558
AGQ15581.1	AGQ15320.1	1096995.BJAB07104_03213	1096995.BJAB07104_02952	0	0	0.559	0	0	0	0	0.136	0.602
AGQ15581.1	AGQ15517.1	1096995.BJAB07104_03213	1096995.BJAB07104_03149	0	0	0.472	0	0	0	0	0.043	0.473
AGQ16113.1	macA	1096995.BJAB07104_03747	1096995.BJAB07104_00591	0.057	0	0.166	0	0.242	0.276	0	0.070	0.525
AGQ16113.1	AGQ14261.1	1096995.BJAB07104_03747	1096995.BJAB07104_01893	0.060	0	0.155	0	0.069	0.258	0	0.084	0.405
AGQ16113.1	AGQ14281.1	1096995.BJAB07104_03747	1096995.BJAB07104_01913	0.057	0	0.222	0	0.242	0.276	0	0.070	0.557
AGQ16113.1	mdtE	1096995.BJAB07104_03747	1096995.BJAB07104_02661	0.057	0	0.319	0	0.242	0.276	0	0.083	0.617
AGQ16113.1	adeI	1096995.BJAB07104_03747	1096995.BJAB07104_03070	0.057	0	0.202	0	0.242	0.276	0	0.138	0.579
AGQ16113.1	AGQ15517.1	1096995.BJAB07104_03747	1096995.BJAB07104_03149	0.060	0	0.662	0	0.206	0.272	0	0.057	0.795
AGQ16113.1	czcB	1096995.BJAB07104_03747	1096995.BJAB07104_03504	0.057	0	0.254	0	0.242	0.276	0	0.092	0.585
AGQ16113.1	mdtA	1096995.BJAB07104_03747	1096995.BJAB07104_03748	0.886	0	0.773	0	0.327	0.276	0	0.102	0.986
MetG	parC	1096995.BJAB07104_00787	1096995.BJAB07104_00229	0.179	0	0.291	0	0.359	0	0	0.371	0.733
MetG	phoU	1096995.BJAB07104_00787	1096995.BJAB07104_00322	0.155	0	0	0	0	0	0	0.386	0.458
MetG	AGQ12881.1	1096995.BJAB07104_00787	1096995.BJAB07104_00511	0.093	0	0	0	0.075	0	0	0.352	0.408
MetG	AGQ12924.1	1096995.BJAB07104_00787	1096995.BJAB07104_00554	0.185	0	0	0	0	0	0	0.322	0.423
MetG	macB	1096995.BJAB07104_00787	1096995.BJAB07104_00590	0.535	0	0	0	0	0	0	0.098	0.562
MetG	holA	1096995.BJAB07104_00787	1096995.BJAB07104_00592	0.181	0	0.384	0	0	0	0	0.074	0.492
MetG	AGQ13452.1	1096995.BJAB07104_00787	1096995.BJAB07104_01084	0.111	0	0.342	0	0	0	0	0.098	0.426
MetG	sphX	1096995.BJAB07104_00787	1096995.BJAB07104_02812	0.093	0	0	0	0.127	0	0	0.353	0.442
MetG	AGQ13360.1	1096995.BJAB07104_00787	1096995.BJAB07104_00992	0.179	0	0	0	0.090	0	0	0.371	0.489
MetG	lolD	1096995.BJAB07104_00787	1096995.BJAB07104_02944	0.111	0	0.475	0	0	0	0	0.098	0.542
aaeA	AGQ12691.1	1096995.BJAB07104_00377	1096995.BJAB07104_00321	0.063	0	0	0	0.326	0.221	0	0.137	0.518
aaeA	AGQ14281.1	1096995.BJAB07104_00377	1096995.BJAB07104_01913	0.054	0	0.416	0	0.047	0	0	0.056	0.436
aaeA	czcC	1096995.BJAB07104_00377	1096995.BJAB07104_03505	0.064	0	0	0	0.326	0.221	0	0.084	0.489
aaeA	AGQ15320.1	1096995.BJAB07104_00377	1096995.BJAB07104_02952	0.063	0	0	0	0.326	0.221	0	0.090	0.492
aaeA	AGQ13768.1	1096995.BJAB07104_00377	1096995.BJAB07104_01400	0.063	0	0	0	0.324	0.293	0	0.095	0.540
aaeA	adeC	1096995.BJAB07104_00377	1096995.BJAB07104_01915	0.069	0	0.159	0	0.326	0.221	0	0.085	0.555
aaeA	AGQ12959.1	1096995.BJAB07104_00377	1096995.BJAB07104_00589	0.069	0	0.166	0	0.326	0.221	0	0.085	0.558
aaeA	adeK	1096995.BJAB07104_00377	1096995.BJAB07104_03072	0.069	0	0.173	0	0.326	0.221	0	0.085	0.562
aaeA	bepC_2	1096995.BJAB07104_00377	1096995.BJAB07104_01399	0.064	0	0.180	0	0.326	0.221	0	0.084	0.563
aaeA	AGQ15031.1	1096995.BJAB07104_00377	1096995.BJAB07104_02663	0.069	0	0.193	0	0.326	0.221	0	0.085	0.573
aaeA	AGQ14261.1	1096995.BJAB07104_00377	1096995.BJAB07104_01893	0.063	0	0.224	0	0.326	0.221	0	0.090	0.589
aaeA	macB	1096995.BJAB07104_00377	1096995.BJAB07104_00590	0.134	0	0	0	0.594	0.196	0	0.174	0.735
adeC	AGQ12691.1	1096995.BJAB07104_01915	1096995.BJAB07104_00321	0	0	0	0.607	0	0	0.900	0.097	0.905
adeC	aaeA	1096995.BJAB07104_01915	1096995.BJAB07104_00377	0.069	0	0.159	0	0.326	0.221	0	0.085	0.555
adeC	macB	1096995.BJAB07104_01915	1096995.BJAB07104_00590	0.122	0	0.222	0	0.088	0.737	0	0.173	0.839
adeC	macA	1096995.BJAB07104_01915	1096995.BJAB07104_00591	0.059	0	0.365	0	0.102	0.270	0	0.078	0.573
adeC	AGQ13151.1	1096995.BJAB07104_01915	1096995.BJAB07104_00782	0.061	0	0.201	0	0.330	0.221	0	0.083	0.575
adeC	AGQ13278.1	1096995.BJAB07104_01915	1096995.BJAB07104_00910	0.061	0	0.238	0	0.330	0.221	0	0.083	0.595
adeC	prsE	1096995.BJAB07104_01915	1096995.BJAB07104_01401	0.064	0	0	0	0.326	0.221	0	0.099	0.497
adeC	AGQ14217.1	1096995.BJAB07104_01915	1096995.BJAB07104_01849	0.061	0	0.234	0	0.330	0.221	0	0.083	0.592
adeC	AGQ14257.1	1096995.BJAB07104_01915	1096995.BJAB07104_01889	0.061	0	0.212	0	0.330	0.221	0	0.083	0.581
adeC	adeS	1096995.BJAB07104_01915	1096995.BJAB07104_01911	0.384	0	0	0	0.078	0	0	0.055	0.417
adeC	adeR	1096995.BJAB07104_01915	1096995.BJAB07104_01912	0.446	0	0	0	0.054	0.118	0	0.047	0.500
adeC	AGQ14281.1	1096995.BJAB07104_01915	1096995.BJAB07104_01913	0.639	0	0.753	0	0.102	0.270	0.800	0.078	0.986
adeC	AGQ14282.1	1096995.BJAB07104_01915	1096995.BJAB07104_01914	0.639	0.302	0.686	0	0.075	0.258	0.800	0.078	0.987
adeC	czcB	1096995.BJAB07104_01915	1096995.BJAB07104_03504	0.059	0	0.164	0	0.102	0.270	0	0.078	0.437
adeC	emrA_4	1096995.BJAB07104_01915	1096995.BJAB07104_02953	0.063	0	0.188	0	0.326	0.221	0	0.084	0.567
adeC	AGQ14420.1	1096995.BJAB07104_01915	1096995.BJAB07104_02052	0.063	0	0.247	0	0.326	0.221	0	0.084	0.598
adeC	mdtE	1096995.BJAB07104_01915	1096995.BJAB07104_02661	0.059	0	0.446	0	0.102	0.270	0	0.078	0.627
adeC	AGQ15030.1	1096995.BJAB07104_01915	1096995.BJAB07104_02662	0.059	0.259	0.506	0	0.075	0.258	0	0.078	0.731
adeC	adeK	1096995.BJAB07104_01915	1096995.BJAB07104_03072	0	0	0.054	0.982	0	0	0.900	0	0.901
adeC	adeI	1096995.BJAB07104_01915	1096995.BJAB07104_03070	0.059	0	0.766	0	0.102	0.270	0.800	0.078	0.967
adeC	AGQ15363.1	1096995.BJAB07104_01915	1096995.BJAB07104_02995	0.059	0.298	0.711	0	0.075	0.258	0.800	0.078	0.968
adeC	AGQ15439.1	1096995.BJAB07104_01915	1096995.BJAB07104_03071	0.059	0.353	0.736	0	0.075	0.258	0.800	0.078	0.973
adeI	AGQ12691.1	1096995.BJAB07104_03070	1096995.BJAB07104_00321	0.060	0	0	0	0.128	0.303	0.900	0.175	0.944
adeI	AGQ12959.1	1096995.BJAB07104_03070	1096995.BJAB07104_00589	0.062	0	0.740	0	0.102	0.291	0	0.084	0.831
adeI	macB	1096995.BJAB07104_03070	1096995.BJAB07104_00590	0.148	0	0.276	0	0.466	0.856	0	0.176	0.953
adeI	AGQ13151.1	1096995.BJAB07104_03070	1096995.BJAB07104_00782	0.054	0	0.374	0	0.058	0	0	0.078	0.416
adeI	AGQ13452.1	1096995.BJAB07104_03070	1096995.BJAB07104_01084	0.060	0	0	0	0.217	0.265	0	0.084	0.438
adeI	AGQ14281.1	1096995.BJAB07104_03070	1096995.BJAB07104_01913	0	0	0.155	0.844	0	0	0.900	0	0.911
adeI	AGQ14282.1	1096995.BJAB07104_03070	1096995.BJAB07104_01914	0.081	0.064	0.774	0	0.242	0.276	0.800	0.359	0.982
adeI	adeC	1096995.BJAB07104_03070	1096995.BJAB07104_01915	0.059	0	0.766	0	0.102	0.270	0.800	0.078	0.967
adeI	AGQ14420.1	1096995.BJAB07104_03070	1096995.BJAB07104_02052	0.054	0	0.380	0	0.047	0	0	0.056	0.401
adeI	AGQ15030.1	1096995.BJAB07104_03070	1096995.BJAB07104_02662	0.063	0.042	0.753	0	0.242	0.336	0	0.074	0.872
adeI	AGQ15031.1	1096995.BJAB07104_03070	1096995.BJAB07104_02663	0.062	0	0.727	0	0.102	0.291	0	0.084	0.823
adeI	lolD	1096995.BJAB07104_03070	1096995.BJAB07104_02944	0.060	0	0	0	0.217	0.265	0	0.084	0.438
adeI	AGQ15363.1	1096995.BJAB07104_03070	1096995.BJAB07104_02995	0.063	0.072	0.774	0	0.242	0.336	0.900	0.074	0.988
adeI	sdsA	1096995.BJAB07104_03070	1096995.BJAB07104_03067	0.694	0	0	0	0	0	0	0	0.694
adeI	AGQ15436.1	1096995.BJAB07104_03070	1096995.BJAB07104_03068	0.702	0	0	0	0	0	0	0	0.702
adeI	AGQ15437.1	1096995.BJAB07104_03070	1096995.BJAB07104_03069	0.840	0	0	0	0	0	0	0	0.840
adeI	czcC	1096995.BJAB07104_03070	1096995.BJAB07104_03505	0.160	0	0	0	0.127	0.267	0	0.098	0.450
adeI	AGQ16113.1	1096995.BJAB07104_03070	1096995.BJAB07104_03747	0.057	0	0.202	0	0.242	0.276	0	0.138	0.579
adeI	czcA_2	1096995.BJAB07104_03070	1096995.BJAB07104_03503	0.160	0	0.189	0	0.214	0.289	0	0.103	0.596
adeI	AGQ15518.1	1096995.BJAB07104_03070	1096995.BJAB07104_03150	0.057	0.003	0.288	0	0.242	0.276	0	0.138	0.624
adeI	AGQ15442.1	1096995.BJAB07104_03070	1096995.BJAB07104_03074	0.747	0	0	0	0	0	0	0	0.748
adeI	AGQ15441.1	1096995.BJAB07104_03070	1096995.BJAB07104_03073	0.747	0	0	0	0	0	0	0	0.748
adeI	adeK	1096995.BJAB07104_03070	1096995.BJAB07104_03072	0.872	0	0.767	0	0.102	0.291	0.800	0.391	0.997
adeI	AGQ15439.1	1096995.BJAB07104_03070	1096995.BJAB07104_03071	0.872	0.077	0.774	0	0.242	0.336	0.900	0.145	0.998
adeK	AGQ12691.1	1096995.BJAB07104_03072	1096995.BJAB07104_00321	0	0	0	0	0	0	0.900	0.097	0.905
adeK	aaeA	1096995.BJAB07104_03072	1096995.BJAB07104_00377	0.069	0	0.173	0	0.326	0.221	0	0.085	0.562
adeK	macB	1096995.BJAB07104_03072	1096995.BJAB07104_00590	0.122	0	0.235	0	0.088	0.737	0	0.173	0.842
adeK	macA	1096995.BJAB07104_03072	1096995.BJAB07104_00591	0.081	0	0.385	0	0.106	0.270	0	0.087	0.601
adeK	AGQ13151.1	1096995.BJAB07104_03072	1096995.BJAB07104_00782	0.061	0	0.217	0	0.330	0.221	0	0.083	0.583
adeK	AGQ13278.1	1096995.BJAB07104_03072	1096995.BJAB07104_00910	0.061	0	0.254	0	0.330	0.221	0	0.083	0.603
adeK	prsE	1096995.BJAB07104_03072	1096995.BJAB07104_01401	0.064	0	0	0	0.326	0.221	0	0.099	0.497
adeK	AGQ14217.1	1096995.BJAB07104_03072	1096995.BJAB07104_01849	0.061	0	0.254	0	0.330	0.221	0	0.090	0.606
adeK	AGQ14257.1	1096995.BJAB07104_03072	1096995.BJAB07104_01889	0.061	0	0.227	0	0.330	0.221	0	0.083	0.589
